grupo,nombre,aporte,cantidad
A.O.A.BAJO EN GRASA,Carnero,Vitamina A     (µg RE),0.0
A.O.A.BAJO EN GRASA,Carnero,Calcio (mg),2.8
A.O.A.BAJO EN GRASA,Carnero,Hierro (mg),0.9
A.O.A.BAJO EN GRASA,Carnero,Sodio (mg),30.0
A.O.A.BAJO EN GRASA,Carnero,Selenio (mg),15.2
A.O.A.BAJO EN GRASA,Carnero con hueso,Cantidad sugerida,65
A.O.A.BAJO EN GRASA,Carnero con hueso,Unidad,g
A.O.A.BAJO EN GRASA,Carnero con hueso,Peso bruto redondeado (g),65
A.O.A.BAJO EN GRASA,Carnero con hueso,Peso neto (g),38
A.O.A.BAJO EN GRASA,Carnero con hueso,Energia (Kcal),51
A.O.A.BAJO EN GRASA,Carnero con hueso,Proteina (g),7.2
A.O.A.BAJO EN GRASA,Carnero con hueso,Lípidos (g),2.3
A.O.A.BAJO EN GRASA,Carnero con hueso,Hidratos de carbono (g),0.0
A.O.A.BAJO EN GRASA,Carnero con hueso,Colesterol (mg),24.5
A.O.A.BAJO EN GRASA,Carnero con hueso,Vitamina A     (µg RE),0.0
A.O.A.BAJO EN GRASA,Carnero con hueso,Calcio (mg),2.6
A.O.A.BAJO EN GRASA,Carnero con hueso,Hierro (mg),0.8
A.O.A.BAJO EN GRASA,Carnero con hueso,Sodio (mg),28.3
A.O.A.BAJO EN GRASA,Carnero con hueso,Selenio (mg),14.3
A.O.A.BAJO EN GRASA,Carpa,Cantidad sugerida,75
A.O.A.BAJO EN GRASA,Carpa,Unidad,g
A.O.A.BAJO EN GRASA,Carpa,Peso bruto redondeado (g),75
A.O.A.BAJO EN GRASA,Carpa,Peso neto (g),41
A.O.A.BAJO EN GRASA,Carpa,Energia (Kcal),51
A.O.A.BAJO EN GRASA,Carpa,Proteina (g),7.2
A.O.A.BAJO EN GRASA,Carpa,Lípidos (g),2.3
A.O.A.BAJO EN GRASA,Carpa,Hidratos de carbono (g),0.0
A.O.A.BAJO EN GRASA,Carpa,Colesterol (mg),26.7
A.O.A.BAJO EN GRASA,Carpa,Vitamina A     (µg RE),3.8
A.O.A.BAJO EN GRASA,Carpa,Calcio (mg),16.7
A.O.A.BAJO EN GRASA,Carpa,Hierro (mg),0.5
A.O.A.BAJO EN GRASA,Carpa,Sodio (mg),20.0
A.O.A.BAJO EN GRASA,Carpa,Selenio (mg),5.7
A.O.A.BAJO EN GRASA,Carpa cocida,Cantidad sugerida,30
A.O.A.BAJO EN GRASA,Carpa cocida,Unidad,g
A.O.A.BAJO EN GRASA,Carpa cocida,Peso bruto redondeado (g),30
A.O.A.BAJO EN GRASA,Carpa cocida,Peso neto (g),30
A.O.A.BAJO EN GRASA,Carpa cocida,Energia (Kcal),49
A.O.A.BAJO EN GRASA,Carpa cocida,Proteina (g),6.8
A.O.A.BAJO EN GRASA,Carpa cocida,Lípidos (g),2.2
A.O.A.BAJO EN GRASA,Carpa cocida,Hidratos de carbono (g),0.0
A.O.A.BAJO EN GRASA,Carpa cocida,Colesterol (mg),25.1
A.O.A.BAJO EN GRASA,Carpa cocida,Vitamina A     (µg RE),2.8
A.O.A.BAJO EN GRASA,Carpa cocida,Calcio (mg),15.5
A.O.A.BAJO EN GRASA,Carpa cocida,Hierro (mg),0.5
A.O.A.BAJO EN GRASA,Carpa cocida,Sodio (mg),19.1
A.O.A.BAJO EN GRASA,Carpa cocida,Selenio (mg),5.4
A.O.A.BAJO EN GRASA,Carpa horneada,Cantidad sugerida,30
A.O.A.BAJO EN GRASA,Carpa horneada,Unidad,g
A.O.A.BAJO EN GRASA,Carpa horneada,Peso bruto redondeado (g),30
A.O.A.BAJO EN GRASA,Carpa horneada,Peso neto (g),30
A.O.A.BAJO EN GRASA,Carpa horneada,Energia (Kcal),49
A.O.A.BAJO EN GRASA,Carpa horneada,Proteina (g),6.8
A.O.A.BAJO EN GRASA,Carpa horneada,Lípidos (g),2.2
A.O.A.BAJO EN GRASA,Carpa horneada,Hidratos de carbono (g),0.0
A.O.A.BAJO EN GRASA,Carpa horneada,Colesterol (mg),25.1
A.O.A.BAJO EN GRASA,Carpa horneada,Vitamina A     (µg RE),2.8
A.O.A.BAJO EN GRASA,Carpa horneada,Calcio (mg),15.5
A.O.A.BAJO EN GRASA,Carpa horneada,Hierro (mg),0.5
A.O.A.BAJO EN GRASA,Carpa horneada,Sodio (mg),19.1
A.O.A.BAJO EN GRASA,Carpa horneada,Selenio (mg),5.4
A.O.A.BAJO EN GRASA,Chuleta de cerdo,Cantidad sugerida,1/2
A.O.A.BAJO EN GRASA,Chuleta de cerdo,Unidad,pieza
A.O.A.BAJO EN GRASA,Chuleta de cerdo,Peso bruto redondeado (g),45
A.O.A.BAJO EN GRASA,Chuleta de cerdo,Peso neto (g),38
A.O.A.BAJO EN GRASA,Chuleta de cerdo,Energia (Kcal),54
A.O.A.BAJO EN GRASA,Chuleta de cerdo,Proteina (g),7.6
A.O.A.BAJO EN GRASA,Chuleta de cerdo,Lípidos (g),2.4
A.O.A.BAJO EN GRASA,Chuleta de cerdo,Hidratos de carbono (g),0.0
A.O.A.BAJO EN GRASA,Chuleta de cerdo,Colesterol (mg),24.9
A.O.A.BAJO EN GRASA,Chuleta de cerdo,Vitamina A     (µg RE),0.4
A.O.A.BAJO EN GRASA,Chuleta de cerdo,Calcio (mg),2.3
A.O.A.BAJO EN GRASA,Chuleta de cerdo,Hierro (mg),0.5
A.O.A.BAJO EN GRASA,Chuleta de cerdo,Sodio (mg),31.4
A.O.A.BAJO EN GRASA,Chuleta de cerdo,Selenio (mg),12.2
A.O.A.BAJO EN GRASA,Conejo,Cantidad sugerida,40
A.O.A.BAJO EN GRASA,Conejo,Unidad,g
A.O.A.BAJO EN GRASA,Conejo,Peso bruto redondeado (g),40
A.O.A.BAJO EN GRASA,Conejo,Peso neto (g),32
A.O.A.BAJO EN GRASA,Conejo,Energia (Kcal),51
A.O.A.BAJO EN GRASA,Conejo,Proteina (g),6.5
A.O.A.BAJO EN GRASA,Conejo,Lípidos (g),2.6
A.O.A.BAJO EN GRASA,Conejo,Hidratos de carbono (g),0.0
A.O.A.BAJO EN GRASA,Conejo,Colesterol (mg),20.8
A.O.A.BAJO EN GRASA,Conejo,Vitamina A     (µg RE),0.0
A.O.A.BAJO EN GRASA,Conejo,Calcio (mg),5.8
A.O.A.BAJO EN GRASA,Conejo,Hierro (mg),0.8
A.O.A.BAJO EN GRASA,Conejo,Sodio (mg),13.8
A.O.A.BAJO EN GRASA,Conejo,Selenio (mg),7.6
A.O.A.BAJO EN GRASA,Conejo de crianza,Cantidad sugerida,40
A.O.A.BAJO EN GRASA,Conejo de crianza,Unidad,g
A.O.A.BAJO EN GRASA,Conejo de crianza,Peso bruto redondeado (g),40
A.O.A.BAJO EN GRASA,Conejo de crianza,Peso neto (g),32
A.O.A.BAJO EN GRASA,Conejo de crianza,Energia (Kcal),51
A.O.A.BAJO EN GRASA,Conejo de crianza,Proteina (g),6.5
A.O.A.BAJO EN GRASA,Conejo de crianza,Lípidos (g),2.6
A.O.A.BAJO EN GRASA,Conejo de crianza,Hidratos de carbono (g),0.0
A.O.A.BAJO EN GRASA,Conejo de crianza,Colesterol (mg),20.8
A.O.A.BAJO EN GRASA,Conejo de crianza,Vitamina A     (µg RE),0.0
A.O.A.BAJO EN GRASA,Conejo de crianza,Calcio (mg),5.8
A.O.A.BAJO EN GRASA,Conejo de crianza,Hierro (mg),0.8
A.O.A.BAJO EN GRASA,Conejo de crianza,Sodio (mg),13.8
A.O.A.BAJO EN GRASA,Conejo de crianza,Selenio (mg),7.6
A.O.A.BAJO EN GRASA,Corazón de borrego,Cantidad sugerida,45
A.O.A.BAJO EN GRASA,Corazón de borrego,Unidad,g
A.O.A.BAJO EN GRASA,Corazón de borrego,Peso bruto redondeado (g),45
A.O.A.BAJO EN GRASA,Corazón de borrego,Peso neto (g),45
A.O.A.BAJO EN GRASA,Corazón de borrego,Energia (Kcal),55
A.O.A.BAJO EN GRASA,Corazón de borrego,Proteina (g),7.4
A.O.A.BAJO EN GRASA,Corazón de borrego,Lípidos (g),2.5
A.O.A.BAJO EN GRASA,Corazón de borrego,Hidratos de carbono (g),0.2
A.O.A.BAJO EN GRASA,Corazón de borrego,Colesterol (mg),60.0
A.O.A.BAJO EN GRASA,Corazón de borrego,Vitamina A     (µg RE),0.0
A.O.A.BAJO EN GRASA,Corazón de borrego,Calcio (mg),0.0
A.O.A.BAJO EN GRASA,Corazón de borrego,Hierro (mg),0.0
A.O.A.BAJO EN GRASA,Corazón de borrego,Sodio (mg),39.5
A.O.A.BAJO EN GRASA,Corazón de borrego,Selenio (mg),21.2
A.O.A.BAJO EN GRASA,Corazón de borrego cocido,Cantidad sugerida,30
A.O.A.BAJO EN GRASA,Corazón de borrego cocido,Unidad,g
A.O.A.BAJO EN GRASA,Corazón de borrego cocido,Peso bruto redondeado (g),30
A.O.A.BAJO EN GRASA,Corazón de borrego cocido,Peso neto (g),30
A.O.A.BAJO EN GRASA,Corazón de borrego cocido,Energia (Kcal),55
A.O.A.BAJO EN GRASA,Corazón de borrego cocido,Proteina (g),7.4
A.O.A.BAJO EN GRASA,Corazón de borrego cocido,Lípidos (g),2.4
A.O.A.BAJO EN GRASA,Corazón de borrego cocido,Hidratos de carbono (g),0.6
A.O.A.BAJO EN GRASA,Corazón de borrego cocido,Colesterol (mg),74.2
A.O.A.BAJO EN GRASA,Corazón de borrego cocido,Vitamina A     (µg RE),0.0
A.O.A.BAJO EN GRASA,Corazón de borrego cocido,Calcio (mg),0.0
A.O.A.BAJO EN GRASA,Corazón de borrego cocido,Hierro (mg),0.0
A.O.A.BAJO EN GRASA,Corazón de borrego cocido,Sodio (mg),18.7
A.O.A.BAJO EN GRASA,Corazón de borrego cocido,Selenio (mg),14.1
A.O.A.BAJO EN GRASA,Corazón de cordero,Cantidad sugerida,45
A.O.A.BAJO EN GRASA,Corazón de cordero,Unidad,g
A.O.A.BAJO EN GRASA,Corazón de cordero,Peso bruto redondeado (g),45
A.O.A.BAJO EN GRASA,Corazón de cordero,Peso neto (g),45
A.O.A.BAJO EN GRASA,Corazón de cordero,Energia (Kcal),55
A.O.A.BAJO EN GRASA,Corazón de cordero,Proteina (g),7.4
A.O.A.BAJO EN GRASA,Corazón de cordero,Lípidos (g),2.5
A.O.A.BAJO EN GRASA,Corazón de cordero,Hidratos de carbono (g),0.2
A.O.A.BAJO EN GRASA,Corazón de cordero,Colesterol (mg),60.0
A.O.A.BAJO EN GRASA,Corazón de cordero,Vitamina A     (µg RE),0.0
A.O.A.BAJO EN GRASA,Corazón de cordero,Calcio (mg),0.0
A.O.A.BAJO EN GRASA,Corazón de cordero,Hierro (mg),0.0
A.O.A.BAJO EN GRASA,Corazón de cordero,Sodio (mg),39.5
A.O.A.BAJO EN GRASA,Corazón de cordero,Selenio (mg),14.4
A.O.A.BAJO EN GRASA,Corazón de cordero cocido,Cantidad sugerida,30
A.O.A.BAJO EN GRASA,Corazón de cordero cocido,Unidad,g
A.O.A.BAJO EN GRASA,Corazón de cordero cocido,Peso bruto redondeado (g),30
A.O.A.BAJO EN GRASA,Corazón de cordero cocido,Peso neto (g),30
A.O.A.BAJO EN GRASA,Corazón de cordero cocido,Energia (Kcal),55
A.O.A.BAJO EN GRASA,Corazón de cordero cocido,Proteina (g),7.4
A.O.A.BAJO EN GRASA,Corazón de cordero cocido,Lípidos (g),2.4
A.O.A.BAJO EN GRASA,Corazón de cordero cocido,Hidratos de carbono (g),0.6
A.O.A.BAJO EN GRASA,Corazón de cordero cocido,Colesterol (mg),74.2
A.O.A.BAJO EN GRASA,Corazón de cordero cocido,Vitamina A     (µg RE),0.0
A.O.A.BAJO EN GRASA,Corazón de cordero cocido,Calcio (mg),0.0
A.O.A.BAJO EN GRASA,Corazón de cordero cocido,Hierro (mg),0.0
A.O.A.BAJO EN GRASA,Corazón de cordero cocido,Sodio (mg),18.7
A.O.A.BAJO EN GRASA,Corazón de cordero cocido,Selenio (mg),14.1
A.O.A.BAJO EN GRASA,Corazón de pavo,Cantidad sugerida,40
A.O.A.BAJO EN GRASA,Corazón de pavo,Unidad,g
A.O.A.BAJO EN GRASA,Corazón de pavo,Peso bruto redondeado (g),40
A.O.A.BAJO EN GRASA,Corazón de pavo,Peso neto (g),40
A.O.A.BAJO EN GRASA,Corazón de pavo,Energia (Kcal),58
A.O.A.BAJO EN GRASA,Corazón de pavo,Proteina (g),7.3
A.O.A.BAJO EN GRASA,Corazón de pavo,Lípidos (g),2.8
A.O.A.BAJO EN GRASA,Corazón de pavo,Hidratos de carbono (g),0.3
A.O.A.BAJO EN GRASA,Corazón de pavo,Colesterol (mg),46.3
A.O.A.BAJO EN GRASA,Corazón de pavo,Vitamina A     (µg RE),0.0
A.O.A.BAJO EN GRASA,Corazón de pavo,Calcio (mg),0.0
A.O.A.BAJO EN GRASA,Corazón de pavo,Hierro (mg),0.0
A.O.A.BAJO EN GRASA,Corazón de pavo,Sodio (mg),35.1
A.O.A.BAJO EN GRASA,Corazón de pavo,Selenio (mg),2.0
A.O.A.BAJO EN GRASA,Corazón de pollo cocido,Cantidad sugerida,25
A.O.A.BAJO EN GRASA,Corazón de pollo cocido,Unidad,g
A.O.A.BAJO EN GRASA,Corazón de pollo cocido,Peso bruto redondeado (g),25
A.O.A.BAJO EN GRASA,Corazón de pollo cocido,Peso neto (g),25
A.O.A.BAJO EN GRASA,Corazón de pollo cocido,Energia (Kcal),53
A.O.A.BAJO EN GRASA,Corazón de pollo cocido,Proteina (g),7.9
A.O.A.BAJO EN GRASA,Corazón de pollo cocido,Lípidos (g),2.6
A.O.A.BAJO EN GRASA,Corazón de pollo cocido,Hidratos de carbono (g),0.0
A.O.A.BAJO EN GRASA,Corazón de pollo cocido,Colesterol (mg),70.2
A.O.A.BAJO EN GRASA,Corazón de pollo cocido,Vitamina A     (µg RE),0.0
A.O.A.BAJO EN GRASA,Corazón de pollo cocido,Calcio (mg),0.0
A.O.A.BAJO EN GRASA,Corazón de pollo cocido,Hierro (mg),0.0
A.O.A.BAJO EN GRASA,Corazón de pollo cocido,Sodio (mg),17.5
A.O.A.BAJO EN GRASA,Corazón de pollo cocido,Selenio (mg),2.0
A.O.A.BAJO EN GRASA,Corned beef,Cantidad sugerida,25
A.O.A.BAJO EN GRASA,Corned beef,Unidad,g
A.O.A.BAJO EN GRASA,Corned beef,Peso bruto redondeado (g),25
A.O.A.BAJO EN GRASA,Corned beef,Peso neto (g),25
A.O.A.BAJO EN GRASA,Corned beef,Energia (Kcal),54
A.O.A.BAJO EN GRASA,Corned beef,Proteina (g),6.7
A.O.A.BAJO EN GRASA,Corned beef,Lípidos (g),3.1
A.O.A.BAJO EN GRASA,Corned beef,Hidratos de carbono (g),0.0
A.O.A.BAJO EN GRASA,Corned beef,Colesterol (mg),22.3
A.O.A.BAJO EN GRASA,Corned beef,Vitamina A     (µg RE),0.0
A.O.A.BAJO EN GRASA,Corned beef,Calcio (mg),0.0
A.O.A.BAJO EN GRASA,Corned beef,Hierro (mg),0.6
A.O.A.BAJO EN GRASA,Corned beef,Sodio (mg),218.8
A.O.A.BAJO EN GRASA,Corned beef,Selenio (mg),4.3
A.O.A.BAJO EN GRASA,Corned beef con áspic,Cantidad sugerida,30
A.O.A.BAJO EN GRASA,Corned beef con áspic,Unidad,g
A.O.A.BAJO EN GRASA,Corned beef con áspic,Peso bruto redondeado (g),30
A.O.A.BAJO EN GRASA,Corned beef con áspic,Peso neto (g),30
A.O.A.BAJO EN GRASA,Corned beef con áspic,Energia (Kcal),46
A.O.A.BAJO EN GRASA,Corned beef con áspic,Proteina (g),6.9
A.O.A.BAJO EN GRASA,Corned beef con áspic,Lípidos (g),1.8
A.O.A.BAJO EN GRASA,Corned beef con áspic,Hidratos de carbono (g),0.0
A.O.A.BAJO EN GRASA,Corned beef con áspic,Colesterol (mg),13.9
A.O.A.BAJO EN GRASA,Corned beef con áspic,Vitamina A     (µg RE),0.0
A.O.A.BAJO EN GRASA,Corned beef con áspic,Calcio (mg),3.2
A.O.A.BAJO EN GRASA,Corned beef con áspic,Hierro (mg),0.6
A.O.A.BAJO EN GRASA,Corned beef con áspic,Sodio (mg),286.1
A.O.A.BAJO EN GRASA,Corned beef con áspic,Selenio (mg),5.2
A.O.A.BAJO EN GRASA,Cuete de ternera,Cantidad sugerida,35
A.O.A.BAJO EN GRASA,Cuete de ternera,Unidad,g
A.O.A.BAJO EN GRASA,Cuete de ternera,Peso bruto redondeado (g),35
A.O.A.BAJO EN GRASA,Cuete de ternera,Peso neto (g),35
A.O.A.BAJO EN GRASA,Cuete de ternera,Energia (Kcal),55
A.O.A.BAJO EN GRASA,Cuete de ternera,Proteina (g),6.9
A.O.A.BAJO EN GRASA,Cuete de ternera,Lípidos (g),2.8
A.O.A.BAJO EN GRASA,Cuete de ternera,Hidratos de carbono (g),0.0
A.O.A.BAJO EN GRASA,Cuete de ternera,Colesterol (mg),31.5
A.O.A.BAJO EN GRASA,Cuete de ternera,Vitamina A     (µg RE),0.0
A.O.A.BAJO EN GRASA,Cuete de ternera,Calcio (mg),3.9
A.O.A.BAJO EN GRASA,Cuete de ternera,Hierro (mg),1.1
A.O.A.BAJO EN GRASA,Cuete de ternera,Sodio (mg),31.5
A.O.A.BAJO EN GRASA,Cuete de ternera,Selenio (mg),5.5
A.O.A.BAJO EN GRASA,Falda de cerdo,Cantidad sugerida,40
A.O.A.BAJO EN GRASA,Falda de cerdo,Unidad,g
A.O.A.BAJO EN GRASA,Falda de cerdo,Peso bruto redondeado (g),40
A.O.A.BAJO EN GRASA,Falda de cerdo,Peso neto (g),40
A.O.A.BAJO EN GRASA,Falda de cerdo,Energia (Kcal),56
A.O.A.BAJO EN GRASA,Falda de cerdo,Proteina (g),7.9
A.O.A.BAJO EN GRASA,Falda de cerdo,Lípidos (g),2.5
A.O.A.BAJO EN GRASA,Falda de cerdo,Hidratos de carbono (g),0.0
A.O.A.BAJO EN GRASA,Falda de cerdo,Colesterol (mg),26.0
A.O.A.BAJO EN GRASA,Falda de cerdo,Vitamina A     (µg RE),0.4
A.O.A.BAJO EN GRASA,Falda de cerdo,Calcio (mg),2.4
A.O.A.BAJO EN GRASA,Falda de cerdo,Hierro (mg),0.5
A.O.A.BAJO EN GRASA,Falda de cerdo,Sodio (mg),32.8
A.O.A.BAJO EN GRASA,Falda de cerdo,Selenio (mg),11.4
A.O.A.BAJO EN GRASA,Filete de carpa,Cantidad sugerida,40
A.O.A.BAJO EN GRASA,Filete de carpa,Unidad,g
A.O.A.BAJO EN GRASA,Filete de carpa,Peso bruto redondeado (g),40
A.O.A.BAJO EN GRASA,Filete de carpa,Peso neto (g),40
A.O.A.BAJO EN GRASA,Filete de carpa,Energia (Kcal),51
A.O.A.BAJO EN GRASA,Filete de carpa,Proteina (g),7.2
A.O.A.BAJO EN GRASA,Filete de carpa,Lípidos (g),2.3
A.O.A.BAJO EN GRASA,Filete de carpa,Hidratos de carbono (g),0.0
A.O.A.BAJO EN GRASA,Filete de carpa,Colesterol (mg),26.4
A.O.A.BAJO EN GRASA,Filete de carpa,Vitamina A     (µg RE),3.8
A.O.A.BAJO EN GRASA,Filete de carpa,Calcio (mg),16.5
A.O.A.BAJO EN GRASA,Filete de carpa,Hierro (mg),0.5
A.O.A.BAJO EN GRASA,Filete de carpa,Sodio (mg),19.8
A.O.A.BAJO EN GRASA,Filete de carpa,Selenio (mg),5.6
A.O.A.BAJO EN GRASA,Filete de cerdo,Cantidad sugerida,40
A.O.A.BAJO EN GRASA,Filete de cerdo,Unidad,g
A.O.A.BAJO EN GRASA,Filete de cerdo,Peso bruto redondeado (g),40
A.O.A.BAJO EN GRASA,Filete de cerdo,Peso neto (g),40
A.O.A.BAJO EN GRASA,Filete de cerdo,Energia (Kcal),56
A.O.A.BAJO EN GRASA,Filete de cerdo,Proteina (g),7.9
A.O.A.BAJO EN GRASA,Filete de cerdo,Lípidos (g),2.5
A.O.A.BAJO EN GRASA,Filete de cerdo,Hidratos de carbono (g),0.0
A.O.A.BAJO EN GRASA,Filete de cerdo,Colesterol (mg),26.0
A.O.A.BAJO EN GRASA,Filete de cerdo,Vitamina A     (µg RE),0.4
A.O.A.BAJO EN GRASA,Filete de cerdo,Calcio (mg),2.4
A.O.A.BAJO EN GRASA,Filete de cerdo,Hierro (mg),0.5
A.O.A.BAJO EN GRASA,Filete de cerdo,Sodio (mg),32.8
A.O.A.BAJO EN GRASA,Filete de cerdo,Selenio (mg),11.4
A.O.A.BAJO EN GRASA,Filete de puerco,Cantidad sugerida,40
A.O.A.BAJO EN GRASA,Filete de puerco,Unidad,g
A.O.A.BAJO EN GRASA,Filete de puerco,Peso bruto redondeado (g),40
A.O.A.BAJO EN GRASA,Filete de puerco,Peso neto (g),40
A.O.A.BAJO EN GRASA,Filete de puerco,Energia (Kcal),56
A.O.A.BAJO EN GRASA,Filete de puerco,Proteina (g),7.9
A.O.A.BAJO EN GRASA,Filete de puerco,Lípidos (g),2.5
A.O.A.BAJO EN GRASA,Filete de puerco,Hidratos de carbono (g),0.0
A.O.A.BAJO EN GRASA,Filete de puerco,Colesterol (mg),26.0
A.O.A.BAJO EN GRASA,Filete de puerco,Vitamina A     (µg RE),0.4
A.O.A.BAJO EN GRASA,Filete de puerco,Calcio (mg),2.4
A.O.A.BAJO EN GRASA,Filete de puerco,Hierro (mg),0.5
A.O.A.BAJO EN GRASA,Filete de puerco,Sodio (mg),32.8
A.O.A.BAJO EN GRASA,Filete de puerco,Selenio (mg),11.4
A.O.A.BAJO EN GRASA,Filete de salmón,Cantidad sugerida,30
A.O.A.BAJO EN GRASA,Filete de salmón,Unidad,g
A.O.A.BAJO EN GRASA,Filete de salmón,Peso bruto redondeado (g),30
A.O.A.BAJO EN GRASA,Filete de salmón,Peso neto (g),30
A.O.A.BAJO EN GRASA,Filete de salmón,Energia (Kcal),55
A.O.A.BAJO EN GRASA,Filete de salmón,Proteina (g),6.0
A.O.A.BAJO EN GRASA,Filete de salmón,Lípidos (g),3.2
A.O.A.BAJO EN GRASA,Filete de salmón,Hidratos de carbono (g),0.0
A.O.A.BAJO EN GRASA,Filete de salmón,Colesterol (mg),17.6
A.O.A.BAJO EN GRASA,Filete de salmón,Vitamina A     (µg RE),4.6
A.O.A.BAJO EN GRASA,Filete de salmón,Calcio (mg),3.5
A.O.A.BAJO EN GRASA,Filete de salmón,Hierro (mg),0.1
A.O.A.BAJO EN GRASA,Filete de salmón,Sodio (mg),17.6
A.O.A.BAJO EN GRASA,Filete de salmón,Selenio (mg),13.4
A.O.A.BAJO EN GRASA,Gallina,Cantidad sugerida,40
A.O.A.BAJO EN GRASA,Gallina,Unidad,g
A.O.A.BAJO EN GRASA,Gallina,Peso bruto redondeado (g),40
A.O.A.BAJO EN GRASA,Gallina,Peso neto (g),27
A.O.A.BAJO EN GRASA,Gallina,Energia (Kcal),59
A.O.A.BAJO EN GRASA,Gallina,Proteina (g),7.6
A.O.A.BAJO EN GRASA,Gallina,Lípidos (g),0
A.O.A.BAJO EN GRASA,Gallina,Hidratos de carbono (g),0.0
A.O.A.BAJO EN GRASA,Gallina,Colesterol (mg),21.2
A.O.A.BAJO EN GRASA,Gallina,Vitamina A     (µg RE),5.4
A.O.A.BAJO EN GRASA,Gallina,Calcio (mg),7.1
A.O.A.BAJO EN GRASA,Gallina,Hierro (mg),0.5
A.O.A.BAJO EN GRASA,Gallina,Sodio (mg),17.4
A.O.A.BAJO EN GRASA,Gallina,Selenio (mg),3.4
A.O.A.BAJO EN GRASA,Gallina joven cocida,Cantidad sugerida,40
A.O.A.BAJO EN GRASA,Gallina joven cocida,Unidad,g
A.O.A.BAJO EN GRASA,Gallina joven cocida,Peso bruto redondeado (g),40
A.O.A.BAJO EN GRASA,Gallina joven cocida,Peso neto (g),27
A.O.A.BAJO EN GRASA,Gallina joven cocida,Energia (Kcal),59
A.O.A.BAJO EN GRASA,Gallina joven cocida,Proteina (g),7.6
A.O.A.BAJO EN GRASA,Gallina joven cocida,Lípidos (g),0
A.O.A.BAJO EN GRASA,Gallina joven cocida,Hidratos de carbono (g),0.0
A.O.A.BAJO EN GRASA,Gallina joven cocida,Colesterol (mg),21.2
A.O.A.BAJO EN GRASA,Gallina joven cocida,Vitamina A     (µg RE),5.4
A.O.A.BAJO EN GRASA,Gallina joven cocida,Calcio (mg),7.1
A.O.A.BAJO EN GRASA,Gallina joven cocida,Hierro (mg),0.5
A.O.A.BAJO EN GRASA,Gallina joven cocida,Sodio (mg),17.4
A.O.A.BAJO EN GRASA,Gallina joven cocida,Selenio (mg),4.9
A.O.A.BAJO EN GRASA,Ganso de crianza,Cantidad sugerida,40
A.O.A.BAJO EN GRASA,Ganso de crianza,Unidad,g
A.O.A.BAJO EN GRASA,Ganso de crianza,Peso bruto redondeado (g),40
A.O.A.BAJO EN GRASA,Ganso de crianza,Peso neto (g),32
A.O.A.BAJO EN GRASA,Ganso de crianza,Energia (Kcal),52
A.O.A.BAJO EN GRASA,Ganso de crianza,Proteina (g),7.4
A.O.A.BAJO EN GRASA,Ganso de crianza,Lípidos (g),2.3
A.O.A.BAJO EN GRASA,Ganso de crianza,Hidratos de carbono (g),0.0
A.O.A.BAJO EN GRASA,Ganso de crianza,Colesterol (mg),27.2
A.O.A.BAJO EN GRASA,Ganso de crianza,Vitamina A     (µg RE),3.9
A.O.A.BAJO EN GRASA,Ganso de crianza,Calcio (mg),4.2
A.O.A.BAJO EN GRASA,Ganso de crianza,Hierro (mg),0.8
A.O.A.BAJO EN GRASA,Ganso de crianza,Sodio (mg),28.2
A.O.A.BAJO EN GRASA,Ganso de crianza,Selenio (mg),5.4
A.O.A.BAJO EN GRASA,Guajolote,Cantidad sugerida,45
A.O.A.BAJO EN GRASA,Guajolote,Unidad,g
A.O.A.BAJO EN GRASA,Guajolote,Peso bruto redondeado (g),45
A.O.A.BAJO EN GRASA,Guajolote,Peso neto (g),36
A.O.A.BAJO EN GRASA,Guajolote,Energia (Kcal),57
A.O.A.BAJO EN GRASA,Guajolote,Proteina (g),7.3
A.O.A.BAJO EN GRASA,Guajolote,Lípidos (g),2.8
A.O.A.BAJO EN GRASA,Guajolote,Hidratos de carbono (g),0.0
A.O.A.BAJO EN GRASA,Guajolote,Colesterol (mg),26.0
A.O.A.BAJO EN GRASA,Guajolote,Vitamina A     (µg RE),0.7
A.O.A.BAJO EN GRASA,Guajolote,Calcio (mg),5.3
A.O.A.BAJO EN GRASA,Guajolote,Hierro (mg),0.5
A.O.A.BAJO EN GRASA,Guajolote,Sodio (mg),23.1
A.O.A.BAJO EN GRASA,Guajolote,Selenio (mg),8.2
A.O.A.BAJO EN GRASA,Hígado de ganzo crudo,Cantidad sugerida,40
A.O.A.BAJO EN GRASA,Hígado de ganzo crudo,Unidad,g
A.O.A.BAJO EN GRASA,Hígado de ganzo crudo,Peso bruto redondeado (g),40
A.O.A.BAJO EN GRASA,Hígado de ganzo crudo,Peso neto (g),40
A.O.A.BAJO EN GRASA,Hígado de ganzo crudo,Energia (Kcal),53
A.O.A.BAJO EN GRASA,Hígado de ganzo crudo,Proteina (g),6.5
A.O.A.BAJO EN GRASA,Hígado de ganzo crudo,Lípidos (g),1.7
A.O.A.BAJO EN GRASA,Hígado de ganzo crudo,Hidratos de carbono (g),2.5
A.O.A.BAJO EN GRASA,Hígado de ganzo crudo,Colesterol (mg),206.0
A.O.A.BAJO EN GRASA,Hígado de ganzo crudo,Vitamina A     (µg RE),3723.6
A.O.A.BAJO EN GRASA,Hígado de ganzo crudo,Calcio (mg),17.2
A.O.A.BAJO EN GRASA,Hígado de ganzo crudo,Hierro (mg),12.2
