grupo,nombre,aporte,cantidad
VERDURAS,Hojas de pata de paloma,Carga glicémica,ND
VERDURAS,Hojas de remolacha!  crudas,Cantidad sugerida,2
VERDURAS,Hojas de remolacha!  crudas,Unidad,hojas
VERDURAS,Hojas de remolacha!  crudas,Peso bruto redondeado (g),64
VERDURAS,Hojas de remolacha!  crudas,Peso neto (g),64
VERDURAS,Hojas de remolacha!  crudas,Energia (Kcal),14
VERDURAS,Hojas de remolacha!  crudas,Proteina (g),1.4
VERDURAS,Hojas de remolacha!  crudas,Lípidos (g),0.1
VERDURAS,Hojas de remolacha!  crudas,Hidratos de carbono (g),2.8
VERDURAS,Hojas de remolacha!  crudas,Fibra (g),2.4
VERDURAS,Hojas de remolacha!  crudas,Vitamina A     (µg RE),202.2
VERDURAS,Hojas de remolacha!  crudas,Acido Ascórbico (mg),19.2
VERDURAS,Hojas de remolacha!  crudas,Acido Fólico (µg),9.6
VERDURAS,Hojas de remolacha!  crudas,Hierro NO HEM (mg),1.6
VERDURAS,Hojas de remolacha!  crudas,Potasio (mg),487.7
VERDURAS,Hojas de remolacha!  crudas,Indice glicémico,ND
VERDURAS,Hojas de remolacha!  crudas,Carga glicémica,ND
VERDURAS,Hojas de remolacha! hervida,Cantidad sugerida,1/2
VERDURAS,Hojas de remolacha! hervida,Unidad,taza
VERDURAS,Hojas de remolacha! hervida,Peso bruto redondeado (g),72
VERDURAS,Hojas de remolacha! hervida,Peso neto (g),72
VERDURAS,Hojas de remolacha! hervida,Energia (Kcal),19
VERDURAS,Hojas de remolacha! hervida,Proteina (g),1.9
VERDURAS,Hojas de remolacha! hervida,Lípidos (g),0.1
VERDURAS,Hojas de remolacha! hervida,Hidratos de carbono (g),3.9
VERDURAS,Hojas de remolacha! hervida,Fibra (g),2.1
VERDURAS,Hojas de remolacha! hervida,Vitamina A     (µg RE),603.4
VERDURAS,Hojas de remolacha! hervida,Acido Ascórbico (mg),17.9
VERDURAS,Hojas de remolacha! hervida,Acido Fólico (µg),10.1
VERDURAS,Hojas de remolacha! hervida,Hierro NO HEM (mg),1.4
VERDURAS,Hojas de remolacha! hervida,Potasio (mg),654.5
VERDURAS,Hojas de remolacha! hervida,Indice glicémico,ND
VERDURAS,Hojas de remolacha! hervida,Carga glicémica,ND
VERDURAS,Hongos porrtobello crudo,Cantidad sugerida,1
VERDURAS,Hongos porrtobello crudo,Unidad,pieza
VERDURAS,Hongos porrtobello crudo,Peso bruto redondeado (g),84
VERDURAS,Hongos porrtobello crudo,Peso neto (g),81
VERDURAS,Hongos porrtobello crudo,Energia (Kcal),21
VERDURAS,Hongos porrtobello crudo,Proteina (g),2.0
VERDURAS,Hongos porrtobello crudo,Lípidos (g),0.2
VERDURAS,Hongos porrtobello crudo,Hidratos de carbono (g),4.1
VERDURAS,Hongos porrtobello crudo,Fibra (g),1.2
VERDURAS,Hongos porrtobello crudo,Vitamina A     (µg RE),0.0
VERDURAS,Hongos porrtobello crudo,Acido Ascórbico (mg),0.0
VERDURAS,Hongos porrtobello crudo,Acido Fólico (µg),17.9
VERDURAS,Hongos porrtobello crudo,Hierro NO HEM (mg),0.5
VERDURAS,Hongos porrtobello crudo,Potasio (mg),394.4
VERDURAS,Hongos porrtobello crudo,Indice glicémico,ND
VERDURAS,Hongos porrtobello crudo,Carga glicémica,ND
VERDURAS,Hongos shiitake deshidratados,Cantidad sugerida,1
VERDURAS,Hongos shiitake deshidratados,Unidad,pieza
VERDURAS,Hongos shiitake deshidratados,Peso bruto redondeado (g),4
VERDURAS,Hongos shiitake deshidratados,Peso neto (g),4
VERDURAS,Hongos shiitake deshidratados,Energia (Kcal),11
VERDURAS,Hongos shiitake deshidratados,Proteina (g),0.3
VERDURAS,Hongos shiitake deshidratados,Lípidos (g),0.0
VERDURAS,Hongos shiitake deshidratados,Hidratos de carbono (g),2.7
VERDURAS,Hongos shiitake deshidratados,Fibra (g),0.4
VERDURAS,Hongos shiitake deshidratados,Vitamina A     (µg RE),0.0
VERDURAS,Hongos shiitake deshidratados,Acido Ascórbico (mg),0.1
VERDURAS,Hongos shiitake deshidratados,Acido Fólico (µg),5.9
VERDURAS,Hongos shiitake deshidratados,Hierro NO HEM (mg),0.1
VERDURAS,Hongos shiitake deshidratados,Potasio (mg),55.2
VERDURAS,Hongos shiitake deshidratados,Indice glicémico,ND
VERDURAS,Hongos shiitake deshidratados,Carga glicémica,ND
VERDURAS,Hongos crudos,Cantidad sugerida,1
VERDURAS,Hongos crudos,Unidad,taza
VERDURAS,Hongos crudos,Peso bruto redondeado (g),70
VERDURAS,Hongos crudos,Peso neto (g),63
VERDURAS,Hongos crudos,Energia (Kcal),17
VERDURAS,Hongos crudos,Proteina (g),2.0
VERDURAS,Hongos crudos,Lípidos (g),0.3
VERDURAS,Hongos crudos,Hidratos de carbono (g),2.8
VERDURAS,Hongos crudos,Fibra (g),1.6
VERDURAS,Hongos crudos,Vitamina A     (µg RE),0.0
VERDURAS,Hongos crudos,Acido Ascórbico (mg),1.9
VERDURAS,Hongos crudos,Acido Fólico (µg),13.2
VERDURAS,Hongos crudos,Hierro NO HEM (mg),2.7
VERDURAS,Hongos crudos,Potasio (mg),233.1
VERDURAS,Hongos crudos,Indice glicémico,ND
VERDURAS,Hongos crudos,Carga glicémica,ND
VERDURAS,Huanzontle,Cantidad sugerida,1/2
VERDURAS,Huanzontle,Unidad,taza
VERDURAS,Huanzontle,Peso bruto redondeado (g),40
VERDURAS,Huanzontle,Peso neto (g),40
VERDURAS,Huanzontle,Energia (Kcal),24
VERDURAS,Huanzontle,Proteina (g),1.8
VERDURAS,Huanzontle,Lípidos (g),0.3
VERDURAS,Huanzontle,Hidratos de carbono (g),4.8
VERDURAS,Huanzontle,Fibra (g),1.1
VERDURAS,Huanzontle,Vitamina A     (µg RE),50.4
VERDURAS,Huanzontle,Acido Ascórbico (mg),18.0
VERDURAS,Huanzontle,Acido Fólico (µg),ND
VERDURAS,Huanzontle,Hierro NO HEM (mg),2.4
VERDURAS,Huanzontle,Potasio (mg),ND
VERDURAS,Huanzontle,Indice glicémico,ND
VERDURAS,Huanzontle,Carga glicémica,ND
VERDURAS,Huitlacoche cocido,Cantidad sugerida,1/3
VERDURAS,Huitlacoche cocido,Unidad,taza
VERDURAS,Huitlacoche cocido,Peso bruto redondeado (g),66
VERDURAS,Huitlacoche cocido,Peso neto (g),66
VERDURAS,Huitlacoche cocido,Energia (Kcal),20
VERDURAS,Huitlacoche cocido,Proteina (g),8.0
VERDURAS,Huitlacoche cocido,Lípidos (g),0.1
VERDURAS,Huitlacoche cocido,Hidratos de carbono (g),4.1
VERDURAS,Huitlacoche cocido,Fibra (g),1.2
VERDURAS,Huitlacoche cocido,Vitamina A     (µg RE),0.0
VERDURAS,Huitlacoche cocido,Acido Ascórbico (mg),2.6
VERDURAS,Huitlacoche cocido,Acido Fólico (µg),ND
VERDURAS,Huitlacoche cocido,Hierro NO HEM (mg),0.3
VERDURAS,Huitlacoche cocido,Potasio (mg),107.5
VERDURAS,Huitlacoche cocido,Indice glicémico,ND
VERDURAS,Huitlacoche cocido,Carga glicémica,ND
VERDURAS,Ibes frescos,Cantidad sugerida,30
VERDURAS,Ibes frescos,Unidad,g
VERDURAS,Ibes frescos,Peso bruto redondeado (g),30
VERDURAS,Ibes frescos,Peso neto (g),17
VERDURAS,Ibes frescos,Energia (Kcal),22
VERDURAS,Ibes frescos,Proteina (g),1.7
VERDURAS,Ibes frescos,Lípidos (g),0.0
VERDURAS,Ibes frescos,Hidratos de carbono (g),3.6
VERDURAS,Ibes frescos,Fibra (g),0.5
VERDURAS,Ibes frescos,Vitamina A     (µg RE),7.2
VERDURAS,Ibes frescos,Acido Ascórbico (mg),2.6
VERDURAS,Ibes frescos,Acido Fólico (µg),ND
VERDURAS,Ibes frescos,Hierro NO HEM (mg),0.2
VERDURAS,Ibes frescos,Potasio (mg),107.3
VERDURAS,Ibes frescos,Indice glicémico,ND
VERDURAS,Ibes frescos,Carga glicémica,ND
VERDURAS,Jicama picada,Cantidad sugerida,1/2
VERDURAS,Jicama picada,Unidad,taza
VERDURAS,Jicama picada,Peso bruto redondeado (g),60
VERDURAS,Jicama picada,Peso neto (g),60
VERDURAS,Jicama picada,Energia (Kcal),23
VERDURAS,Jicama picada,Proteina (g),4.0
VERDURAS,Jicama picada,Lípidos (g),0.1
VERDURAS,Jicama picada,Hidratos de carbono (g),5.3
VERDURAS,Jicama picada,Fibra (g),2.9
VERDURAS,Jicama picada,Vitamina A     (µg RE),0.6
VERDURAS,Jicama picada,Acido Ascórbico (mg),12.1
VERDURAS,Jicama picada,Acido Fólico (µg),7.2
VERDURAS,Jicama picada,Hierro NO HEM (mg),0.4
VERDURAS,Jicama picada,Potasio (mg),90.0
VERDURAS,Jicama picada,Indice glicémico,ND
VERDURAS,Jicama picada,Carga glicémica,ND
VERDURAS,Jitomate,Cantidad sugerida,120
VERDURAS,Jitomate,Unidad,g
VERDURAS,Jitomate,Peso bruto redondeado (g),120
VERDURAS,Jitomate,Peso neto (g),113
VERDURAS,Jitomate,Energia (Kcal),20
VERDURAS,Jitomate,Proteina (g),1.0
VERDURAS,Jitomate,Lípidos (g),0.2
VERDURAS,Jitomate,Hidratos de carbono (g),4.4
VERDURAS,Jitomate,Fibra (g),1.4
VERDURAS,Jitomate,Vitamina A     (µg RE),47.4
VERDURAS,Jitomate,Acido Ascórbico (mg),14.3
VERDURAS,Jitomate,Acido Fólico (µg),16.9
VERDURAS,Jitomate,Hierro NO HEM (mg),0.3
VERDURAS,Jitomate,Potasio (mg),267.3
VERDURAS,Jitomate,Indice glicémico,ND
VERDURAS,Jitomate,Carga glicémica,ND
VERDURAS,Jitomate bola,Cantidad sugerida,1
VERDURAS,Jitomate bola,Unidad,pieza
VERDURAS,Jitomate bola,Peso bruto redondeado (g),123
VERDURAS,Jitomate bola,Peso neto (g),108
VERDURAS,Jitomate bola,Energia (Kcal),19
VERDURAS,Jitomate bola,Proteina (g),1.0
VERDURAS,Jitomate bola,Lípidos (g),0.2
VERDURAS,Jitomate bola,Hidratos de carbono (g),4.2
VERDURAS,Jitomate bola,Fibra (g),1.3
VERDURAS,Jitomate bola,Vitamina A     (µg RE),45.5
VERDURAS,Jitomate bola,Acido Ascórbico (mg),13.7
VERDURAS,Jitomate bola,Acido Fólico (µg),16.2
VERDURAS,Jitomate bola,Hierro NO HEM (mg),0.3
VERDURAS,Jitomate bola,Potasio (mg),256.5
VERDURAS,Jitomate bola,Indice glicémico,ND
VERDURAS,Jitomate bola,Carga glicémica,ND
VERDURAS,Jitomate cereza,Cantidad sugerida,4
VERDURAS,Jitomate cereza,Unidad,pieza
VERDURAS,Jitomate cereza,Peso bruto redondeado (g),100
VERDURAS,Jitomate cereza,Peso neto (g),95
VERDURAS,Jitomate cereza,Energia (Kcal),17
VERDURAS,Jitomate cereza,Proteina (g),0.8
VERDURAS,Jitomate cereza,Lípidos (g),0.2
VERDURAS,Jitomate cereza,Hidratos de carbono (g),3.7
VERDURAS,Jitomate cereza,Fibra (g),1.1
VERDURAS,Jitomate cereza,Vitamina A     (µg RE),39.9
VERDURAS,Jitomate cereza,Acido Ascórbico (mg),12.1
VERDURAS,Jitomate cereza,Acido Fólico (µg),14.3
VERDURAS,Jitomate cereza,Hierro NO HEM (mg),0.3
VERDURAS,Jitomate cereza,Potasio (mg),225.2
VERDURAS,Jitomate cereza,Indice glicémico,ND
VERDURAS,Jitomate cereza,Carga glicémica,ND
VERDURAS,Jitomate deshidratado,Cantidad sugerida,5
VERDURAS,Jitomate deshidratado,Unidad,pieza
VERDURAS,Jitomate deshidratado,Peso bruto redondeado (g),10
VERDURAS,Jitomate deshidratado,Peso neto (g),10
VERDURAS,Jitomate deshidratado,Energia (Kcal),23
VERDURAS,Jitomate deshidratado,Proteina (g),1.5
VERDURAS,Jitomate deshidratado,Lípidos (g),0.5
VERDURAS,Jitomate deshidratado,Hidratos de carbono (g),4.3
VERDURAS,Jitomate deshidratado,Fibra (g),2.0
VERDURAS,Jitomate deshidratado,Vitamina A     (µg RE),5.0
VERDURAS,Jitomate deshidratado,Acido Ascórbico (mg),5.0
VERDURAS,Jitomate deshidratado,Acido Fólico (µg),0.0
VERDURAS,Jitomate deshidratado,Hierro NO HEM (mg),0.5
VERDURAS,Jitomate deshidratado,Potasio (mg),0.0
VERDURAS,Jitomate deshidratado,Indice glicémico,ND
VERDURAS,Jitomate deshidratado,Carga glicémica,ND
VERDURAS,Jitomate guaje o saladet,Cantidad sugerida,2
VERDURAS,Jitomate guaje o saladet,Unidad,pieza
VERDURAS,Jitomate guaje o saladet,Peso bruto redondeado (g),130
VERDURAS,Jitomate guaje o saladet,Peso neto (g),124
VERDURAS,Jitomate guaje o saladet,Energia (Kcal),22
VERDURAS,Jitomate guaje o saladet,Proteina (g),1.1
VERDURAS,Jitomate guaje o saladet,Lípidos (g),0.2
VERDURAS,Jitomate guaje o saladet,Hidratos de carbono (g),4.8
VERDURAS,Jitomate guaje o saladet,Fibra (g),1.5
VERDURAS,Jitomate guaje o saladet,Vitamina A     (µg RE),51.9
VERDURAS,Jitomate guaje o saladet,Acido Ascórbico (mg),15.7
VERDURAS,Jitomate guaje o saladet,Acido Fólico (µg),18.5
VERDURAS,Jitomate guaje o saladet,Hierro NO HEM (mg),0.3
VERDURAS,Jitomate guaje o saladet,Potasio (mg),292.7
VERDURAS,Jitomate guaje o saladet,Indice glicémico,ND
VERDURAS,Jitomate guaje o saladet,Carga glicémica,ND
VERDURAS,Jitomate verde,Cantidad sugerida,1
VERDURAS,Jitomate verde,Unidad,pieza
VERDURAS,Jitomate verde,Peso bruto redondeado (g),123
VERDURAS,Jitomate verde,Peso neto (g),123
VERDURAS,Jitomate verde,Energia (Kcal),28
VERDURAS,Jitomate verde,Proteina (g),1.5
VERDURAS,Jitomate verde,Lípidos (g),0.2
VERDURAS,Jitomate verde,Hidratos de carbono (g),6.3
VERDURAS,Jitomate verde,Fibra (g),1.4
VERDURAS,Jitomate verde,Vitamina A     (µg RE),39.4
VERDURAS,Jitomate verde,Acido Ascórbico (mg),29.0
VERDURAS,Jitomate verde,Acido Fólico (µg),11.0
VERDURAS,Jitomate verde,Hierro NO HEM (mg),0.6
VERDURAS,Jitomate verde,Potasio (mg),251.0
VERDURAS,Jitomate verde,Indice glicémico,ND
VERDURAS,Jitomate verde,Carga glicémica,ND
VERDURAS,Jitomatillo (miltomate),Cantidad sugerida,70
VERDURAS,Jitomatillo (miltomate),Unidad,g
VERDURAS,Jitomatillo (miltomate),Peso bruto redondeado (g),70
VERDURAS,Jitomatillo (miltomate),Peso neto (g),60
VERDURAS,Jitomatillo (miltomate),Energia (Kcal),21
VERDURAS,Jitomatillo (miltomate),Proteina (g),0.9
VERDURAS,Jitomatillo (miltomate),Lípidos (g),0.1
VERDURAS,Jitomatillo (miltomate),Hidratos de carbono (g),4.3
VERDURAS,Jitomatillo (miltomate),Fibra (g),0.9
VERDURAS,Jitomatillo (miltomate),Vitamina A     (µg RE),150.5
VERDURAS,Jitomatillo (miltomate),Acido Ascórbico (mg),51.2
VERDURAS,Jitomatillo (miltomate),Acido Fólico (µg),5.4
VERDURAS,Jitomatillo (miltomate),Hierro NO HEM (mg),3.6
VERDURAS,Jitomatillo (miltomate),Potasio (mg),124.6
VERDURAS,Jitomatillo (miltomate),Indice glicémico,ND
VERDURAS,Jitomatillo (miltomate),Carga glicémica,ND
VERDURAS,Jugo de tomate,Cantidad sugerida,1/2
VERDURAS,Jugo de tomate,Unidad,taza
VERDURAS,Jugo de tomate,Peso bruto redondeado (g),122
VERDURAS,Jugo de tomate,Peso neto (g),122
VERDURAS,Jugo de tomate,Energia (Kcal),21
VERDURAS,Jugo de tomate,Proteina (g),0.9
VERDURAS,Jugo de tomate,Lípidos (g),0.1
VERDURAS,Jugo de tomate,Hidratos de carbono (g),5.1
VERDURAS,Jugo de tomate,Fibra (g),0.5
VERDURAS,Jugo de tomate,Vitamina A     (µg RE),27.9
VERDURAS,Jugo de tomate,Acido Ascórbico (mg),22.2
VERDURAS,Jugo de tomate,Acido Fólico (µg),24.3
VERDURAS,Jugo de tomate,Hierro NO HEM (mg),0.5
VERDURAS,Jugo de tomate,Potasio (mg),278.2
VERDURAS,Jugo de tomate,Indice glicémico,ND
VERDURAS,Jugo de tomate,Carga glicémica,ND
VERDURAS,Jugo de verduras,Cantidad sugerida,1/2
VERDURAS,Jugo de verduras,Unidad,taza
VERDURAS,Jugo de verduras,Peso bruto redondeado (g),121
VERDURAS,Jugo de verduras,Peso neto (g),121
VERDURAS,Jugo de verduras,Energia (Kcal),23
VERDURAS,Jugo de verduras,Proteina (g),0.8
VERDURAS,Jugo de verduras,Lípidos (g),0.1
VERDURAS,Jugo de verduras,Hidratos de carbono (g),5.5
VERDURAS,Jugo de verduras,Fibra (g),1.0
VERDURAS,Jugo de verduras,Vitamina A     (µg RE),94.4
VERDURAS,Jugo de verduras,Acido Ascórbico (mg),33.5
VERDURAS,Jugo de verduras,Acido Fólico (µg),25.4
VERDURAS,Jugo de verduras,Hierro NO HEM (mg),0.5
VERDURAS,Jugo de verduras,Potasio (mg),233.5
VERDURAS,Jugo de verduras,Indice glicémico,ND
VERDURAS,Jugo de verduras,Carga glicémica,ND
VERDURAS,Jugo de zanahoria,Cantidad sugerida,1/4
VERDURAS,Jugo de zanahoria,Unidad,taza
VERDURAS,Jugo de zanahoria,Peso bruto redondeado (g),59
VERDURAS,Jugo de zanahoria,Peso neto (g),59
VERDURAS,Jugo de zanahoria,Energia (Kcal),24
VERDURAS,Jugo de zanahoria,Proteina (g),0.6
VERDURAS,Jugo de zanahoria,Lípidos (g),0.1
VERDURAS,Jugo de zanahoria,Hidratos de carbono (g),5.5
VERDURAS,Jugo de zanahoria,Fibra (g),0.5
VERDURAS,Jugo de zanahoria,Vitamina A     (µg RE),564.0
VERDURAS,Jugo de zanahoria,Acido Ascórbico (mg),5.0
VERDURAS,Jugo de zanahoria,Acido Fólico (µg),2.4
VERDURAS,Jugo de zanahoria,Hierro NO HEM (mg),0.3
VERDURAS,Jugo de zanahoria,Potasio (mg),172.2
VERDURAS,Jugo de zanahoria,Indice glicémico,ND
VERDURAS,Jugo de zanahoria,Carga glicémica,ND
VERDURAS,Lechuga,Cantidad sugerida,3
VERDURAS,Lechuga,Unidad,taza
VERDURAS,Lechuga,Peso bruto redondeado (g),141
VERDURAS,Lechuga,Peso neto (g),135
VERDURAS,Lechuga,Energia (Kcal),23
VERDURAS,Lechuga,Proteina (g),1.7
VERDURAS,Lechuga,Lípidos (g),0.4
VERDURAS,Lechuga,Hidratos de carbono (g),4.5
VERDURAS,Lechuga,Fibra (g),2.8
VERDURAS,Lechuga,Vitamina A     (µg RE),392.5
VERDURAS,Lechuga,Acido Ascórbico (mg),32.5
VERDURAS,Lechuga,Acido Fólico (µg),184.1
VERDURAS,Lechuga,Hierro NO HEM (mg),1.3
VERDURAS,Lechuga,Potasio (mg),334.3
VERDURAS,Lechuga,Indice glicémico,ND
VERDURAS,Lechuga,Carga glicémica,ND
VERDURAS,Lengua de vaca,Cantidad sugerida,110
VERDURAS,Lengua de vaca,Unidad,g
VERDURAS,Lengua de vaca,Peso bruto redondeado (g),110
VERDURAS,Lengua de vaca,Peso neto (g),99
VERDURAS,Lengua de vaca,Energia (Kcal),27
VERDURAS,Lengua de vaca,Proteina (g),2.0
VERDURAS,Lengua de vaca,Lípidos (g),0.7
VERDURAS,Lengua de vaca,Hidratos de carbono (g),3.2
VERDURAS,Lengua de vaca,Fibra (g),0.8
VERDURAS,Lengua de vaca,Vitamina A     (µg RE),198.0
VERDURAS,Lengua de vaca,Acido Ascórbico (mg),47.5
VERDURAS,Lengua de vaca,Acido Fólico (µg),ND
VERDURAS,Lengua de vaca,Hierro NO HEM (mg),2.4
VERDURAS,Lengua de vaca,Potasio (mg),386.1
VERDURAS,Lengua de vaca,Indice glicémico,ND
VERDURAS,Lengua de vaca,Carga glicémica,ND
VERDURAS,Lenteja germinada cocida,Cantidad sugerida,1/4
VERDURAS,Lenteja germinada cocida,Unidad,taza
VERDURAS,Lenteja germinada cocida,Peso bruto redondeado (g),19
VERDURAS,Lenteja germinada cocida,Peso neto (g),19
VERDURAS,Lenteja germinada cocida,Energia (Kcal),19
VERDURAS,Lenteja germinada cocida,Proteina (g),1.7
VERDURAS,Lenteja germinada cocida,Lípidos (g),0.1
VERDURAS,Lenteja germinada cocida,Hidratos de carbono (g),4.1
VERDURAS,Lenteja germinada cocida,Fibra (g),ND
VERDURAS,Lenteja germinada cocida,Vitamina A     (µg RE),0.4
VERDURAS,Lenteja germinada cocida,Acido Ascórbico (mg),2.4
VERDURAS,Lenteja germinada cocida,Acido Fólico (µg),12.9
VERDURAS,Lenteja germinada cocida,Hierro NO HEM (mg),0.6
VERDURAS,Lenteja germinada cocida,Potasio (mg),54.7
VERDURAS,Lenteja germinada cocida,Indice glicémico,ND
VERDURAS,Lenteja germinada cocida,Carga glicémica,ND
VERDURAS,Malva,Cantidad sugerida,100
VERDURAS,Malva,Unidad,g
VERDURAS,Malva,Peso bruto redondeado (g),100
VERDURAS,Malva,Peso neto (g),85
VERDURAS,Malva,Energia (Kcal),34
VERDURAS,Malva,Proteina (g),4.1
VERDURAS,Malva,Lípidos (g),0.5
VERDURAS,Malva,Hidratos de carbono (g),3.3
VERDURAS,Malva,Fibra (g),0.8
VERDURAS,Malva,Vitamina A     (µg RE),255.0
VERDURAS,Malva,Acido Ascórbico (mg),29.8
VERDURAS,Malva,Acido Fólico (µg),ND
VERDURAS,Malva,Hierro NO HEM (mg),1.7
VERDURAS,Malva,Potasio (mg),ND
VERDURAS,Malva,Indice glicémico,ND
VERDURAS,Malva,Carga glicémica,ND
VERDURAS,Mezcla de verduras congeladas! cocidas sin sal,Cantidad sugerida,1/2
VERDURAS,Mezcla de verduras congeladas! cocidas sin sal,Unidad,taza
VERDURAS,Mezcla de verduras congeladas! cocidas sin sal,Peso bruto redondeado (g),46
VERDURAS,Mezcla de verduras congeladas! cocidas sin sal,Peso neto (g),46
VERDURAS,Mezcla de verduras congeladas! cocidas sin sal,Energia (Kcal),30
VERDURAS,Mezcla de verduras congeladas! cocidas sin sal,Proteina (g),1.3
VERDURAS,Mezcla de verduras congeladas! cocidas sin sal,Lípidos (g),0.1
VERDURAS,Mezcla de verduras congeladas! cocidas sin sal,Hidratos de carbono (g),4.6
VERDURAS,Mezcla de verduras congeladas! cocidas sin sal,Fibra (g),2.0
VERDURAS,Mezcla de verduras congeladas! cocidas sin sal,Vitamina A     (µg RE),97.4
VERDURAS,Mezcla de verduras congeladas! cocidas sin sal,Acido Ascórbico (mg),1.5
VERDURAS,Mezcla de verduras congeladas! cocidas sin sal,Acido Fólico (µg),8.6
VERDURAS,Mezcla de verduras congeladas! cocidas sin sal,Hierro NO HEM (mg),0.4
VERDURAS,Mezcla de verduras congeladas! cocidas sin sal,Potasio (mg),76.9
VERDURAS,Mezcla de verduras congeladas! cocidas sin sal,Indice glicémico,ND
VERDURAS,Mezcla de verduras congeladas! cocidas sin sal,Carga glicémica,ND
VERDURAS,Morillas deshidratadas,Cantidad sugerida,10
VERDURAS,Morillas deshidratadas,Unidad,g
VERDURAS,Morillas deshidratadas,Peso bruto redondeado (g),10
VERDURAS,Morillas deshidratadas,Peso neto (g),10
VERDURAS,Morillas deshidratadas,Energia (Kcal),27
VERDURAS,Morillas deshidratadas,Proteina (g),3.2
VERDURAS,Morillas deshidratadas,Lípidos (g),0.4
VERDURAS,Morillas deshidratadas,Hidratos de carbono (g),4.4
VERDURAS,Morillas deshidratadas,Fibra (g),2.5
VERDURAS,Morillas deshidratadas,Vitamina A     (µg RE),0.0
VERDURAS,Morillas deshidratadas,Acido Ascórbico (mg),3.0
VERDURAS,Morillas deshidratadas,Acido Fólico (µg),21.0
VERDURAS,Morillas deshidratadas,Hierro NO HEM (mg),4.3
VERDURAS,Morillas deshidratadas,Potasio (mg),370.0
VERDURAS,Morillas deshidratadas,Indice glicémico,ND
VERDURAS,Morillas deshidratadas,Carga glicémica,ND
VERDURAS,Morillas frescas,Cantidad sugerida,110
VERDURAS,Morillas frescas,Unidad,g
VERDURAS,Morillas frescas,Peso bruto redondeado (g),110
VERDURAS,Morillas frescas,Peso neto (g),94
VERDURAS,Morillas frescas,Energia (Kcal),25
VERDURAS,Morillas frescas,Proteina (g),3.0
VERDURAS,Morillas frescas,Lípidos (g),0.4
VERDURAS,Morillas frescas,Hidratos de carbono (g),4.1
VERDURAS,Morillas frescas,Fibra (g),2.3
VERDURAS,Morillas frescas,Vitamina A     (µg RE),0.0
VERDURAS,Morillas frescas,Acido Ascórbico (mg),2.8
VERDURAS,Morillas frescas,Acido Fólico (µg),19.6
VERDURAS,Morillas frescas,Hierro NO HEM (mg),4.0
VERDURAS,Morillas frescas,Potasio (mg),346.0
VERDURAS,Morillas frescas,Indice glicémico,ND
VERDURAS,Morillas frescas,Carga glicémica,ND
VERDURAS,Nabo cocido,Cantidad sugerida,150
VERDURAS,Nabo cocido,Unidad,g
VERDURAS,Nabo cocido,Peso bruto redondeado (g),150
VERDURAS,Nabo cocido,Peso neto (g),99
VERDURAS,Nabo cocido,Energia (Kcal),22
VERDURAS,Nabo cocido,Proteina (g),0.7
VERDURAS,Nabo cocido,Lípidos (g),0.1
VERDURAS,Nabo cocido,Hidratos de carbono (g),5.0
VERDURAS,Nabo cocido,Fibra (g),2.0
VERDURAS,Nabo cocido,Vitamina A     (µg RE),0.0
VERDURAS,Nabo cocido,Acido Ascórbico (mg),11.5
VERDURAS,Nabo cocido,Acido Fólico (µg),8.9
VERDURAS,Nabo cocido,Hierro NO HEM (mg),0.2
VERDURAS,Nabo cocido,Potasio (mg),175.2
VERDURAS,Nabo cocido,Indice glicémico,ND
VERDURAS,Nabo cocido,Carga glicémica,ND
VERDURAS,Nopal cocido,Cantidad sugerida,1
VERDURAS,Nopal cocido,Unidad,taza
VERDURAS,Nopal cocido,Peso bruto redondeado (g),149
VERDURAS,Nopal cocido,Peso neto (g),149
VERDURAS,Nopal cocido,Energia (Kcal),22
VERDURAS,Nopal cocido,Proteina (g),2.0
VERDURAS,Nopal cocido,Lípidos (g),0.1
VERDURAS,Nopal cocido,Hidratos de carbono (g),4.9
VERDURAS,Nopal cocido,Fibra (g),3.0
VERDURAS,Nopal cocido,Vitamina A     (µg RE),32.8
VERDURAS,Nopal cocido,Acido Ascórbico (mg),7.9
VERDURAS,Nopal cocido,Acido Fólico (µg),4.5
VERDURAS,Nopal cocido,Hierro NO HEM (mg),0.7
VERDURAS,Nopal cocido,Potasio (mg),291.0
